repo,ip,uuid,mac,name,os,vendor,family,firmware,type,critical,high,medium,low
OT,10.100.104.151,e9f58047-1c5f-42ec-95d4-50714e94b1c3,,"""Endpoint #201""",,"""ABB""",,,"""Unknown""",0,0,0,0
OT,,ea59021a-bcf2-4e6b-a65c-af381bd35cac,,"""Endpoint #810""",,,,,"""Unknown""",0,0,0,0
OT,,ea6b410f-5662-47f7-b84b-01b463406510,,"""Endpoint #926""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.160,eb175463-013b-47e7-bdd0-bc0b30f5a631,,"""STRIKE""",,"""Rockwell""","""PLC5""",,"""Plc""",0,1,0,0
OT,192.168.0.106,eb41ee1d-aba4-437f-9179-ea3e3e23f32a,,"""DESKTOP-CO7BPS1""","""Windows 10""","""Google, Inc.""",,,"""Workstation""",0,0,0,0
OT,172.16.194.2,ec2858b6-fe20-4045-bb0c-72cf8ba1232e,,"""Endpoint #752""",,,,,"""Unknown""",0,0,0,0
OT,,ece9f78f-df6b-43e9-b615-0454c786f9d9,,"""Endpoint #941""",,,,,"""Unknown""",0,0,0,0
OT,,ed88d88b-722a-466f-8a05-2ab1cfbd837c,,"""Endpoint #763""",,,,,"""Unknown""",0,0,0,0
OT,172.16.67.222,eda09aa8-4cbe-440b-b3ea-24793207b42e,,"""Endpoint #725""",,"""Apple""",,,"""Unknown""",0,0,0,0
OT,,eddacd86-fe01-4fc4-a782-c0f8c89c0cb7,,"""Endpoint #946""",,,,,"""Unknown""",0,0,0,0
OT,10.100.111.32,ede8f7a6-0120-4e40-bdb8-f9b4552c2d8f,,"""OT Server #7""","""Linux""","""Toyota""","""Toyoda""",,"""OtServer""",0,0,0,0
OT,,ee223995-43db-497b-bd9c-67c4c0dad69d,,"""HUMINT""",,"""Rockwell""","""SLC5""",,"""Plc""",0,1,0,0
OT,,eeab7169-3f93-4c51-9501-7d73f1bcc687,,"""Endpoint #947""",,,,,"""Unknown""",0,0,0,0
OT,10.111.1.10,eed7b349-e2c1-4325-8322-b26338bb33f6,,"""Endpoint #232""",,"""Lenovo""",,,"""Unknown""",0,0,0,0
OT,10.100.101.158,ef7dc17a-e9c9-443a-b81e-8ad754e3c78a,,"""ML1100""",,"""Rockwell""","""MicroLogix 1100""","""2.011""","""Plc""",0,2,3,1
OT,192.168.0.109,f084dfcc-7156-4f5e-80bb-1ad3bb5ea8a8,,"""DESKTOP-CO7BPS1""","""Windows 10""","""HMD Global Oy""",,,"""Workstation""",0,0,0,0
OT,,f0adb535-267b-493b-90ec-ec022327b89b,,"""COREELEC""",,"""AMPAK Technology, Inc.""",,,"""Workstation""",0,0,0,0
OT,,f15cb258-a2e5-43b5-bac7-54560099087f,,"""Endpoint #822""",,,,,"""Unknown""",0,0,0,0
OT,,f1b53c87-e56c-44f3-a7ba-80223e629176,,"""Endpoint #987""",,,,,"""Unknown""",0,0,0,0
OT,192.168.250.11,f1ee3779-57d4-4c09-a0cb-157ddf8c77ee,,"""DESKTOP-BMF3PP8""","""Windows 10""","""VMware""",,,"""Workstation""",0,0,0,0
OT,10.111.1.12,f24208a2-6ebe-4859-9bd2-88b556f92ff1,,"""Endpoint #257""",,"""Lenovo""",,,"""Unknown""",0,0,0,0
OT,10.111.1.45,f24e8092-80f5-4f9a-a53f-a4125f37eaeb,,"""Endpoint #501""",,"""Lenovo""",,,"""Unknown""",0,0,0,0
OT,,f2da919c-1971-4edd-9f7c-21157f85b775,,"""Endpoint #798""",,,,,"""Unknown""",0,0,0,0
OT,,f3071ef9-06ba-444f-839b-6fd4b7c87645,,"""Endpoint #774""",,,,,"""Unknown""",0,0,0,0
OT,,f3244fe0-d384-433d-8733-27d578dac27f,,"""Endpoint #989""",,,,,"""Unknown""",0,0,0,0
OT,,f362a2ee-b524-4b66-9958-97a32126b8c6,,"""Endpoint #938""",,,,,"""Unknown""",0,0,0,0
OT,,f37d4b41-a3dd-4427-9732-c02b445de79a,,"""Endpoint #1009""",,,,,"""Unknown""",0,0,0,0
OT,10.100.110.152,f4877e39-edf9-46e3-88ad-1fd9aa2dbb99,,"""Endpoint #56""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,192.168.0.112,f69dbfe0-2052-412b-809c-91e912363883,,"""COREELEC""",,"""Apple""",,,"""Eng""",0,0,0,0
OT,192.168.0.134,f70cf524-a34c-4c60-89cd-260351f21031,,"""Endpoint #746""",,,,,"""Unknown""",0,0,0,0
OT,,f722e9db-b8f1-4336-a063-66c73670d7e7,,"""Endpoint #1000""",,,,,"""Unknown""",0,0,0,0
OT,,f74aa997-a0f5-48a1-a316-68841f832063,,"""Endpoint #838""",,,,,"""Unknown""",0,0,0,0
OT,,f770b031-9921-4e64-b164-8d62efe0ec12,,"""Endpoint #871""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.49,f7724322-8f39-4352-811f-37b76672d4a2,,"""ET 200SP station_2""",,"""Siemens""","""S7-1500""","""2.5.0""","""Plc""",0,2,5,0
OT,,f8fee7e1-0563-47b1-a0e3-d6de50972d49,,"""Endpoint #865""",,,,,"""Unknown""",0,0,0,0
OT,,f90c5f18-5471-4d28-a88f-09dcacee49f7,,"""Endpoint #848""",,,,,"""Unknown""",0,0,0,0
OT,10.100.104.51,f93ade23-28af-47fe-9f27-1ab4728c64a7,,"""WIN-UEUPT5DGA0H""","""Windows Server 2012 R2""","""VMware""",,,"""Eng""",0,0,0,0
OT,,f93c910a-cea3-49ff-a6a7-f403665ad3b9,,"""Endpoint #915""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.43,fa0109e2-2a6c-467e-99d5-83c49e635f4d,,"""Endpoint #150""",,"""Siemens""","""SICAM""",,"""Unknown""",0,2,1,0
OT,192.168.0.106,fa17ac10-e580-4ca4-8014-873a4195bf7e,,"""Endpoint #8""",,"""Google, Inc.""",,,"""Unknown""",0,0,0,0
OT,10.100.20.75,fa8fd7a2-6db0-4e88-97bf-dea40a48db26,,"""Eng. Station #170""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,fabe5033-56d6-422b-b306-83a379011731,,"""Endpoint #864""",,,,,"""Unknown""",0,0,0,0
OT,172.16.67.119,faf92f9b-c349-42a3-ab30-f96d3577f245,,"""Endpoint #654""",,"""Wistron Neweb Corporation""",,,"""Unknown""",0,0,0,0
OT,,fb9d6ec3-a323-4955-84bb-dcc562378701,,"""Endpoint #812""",,,,,"""Unknown""",0,0,0,0
OT,169.254.214.49,fba2af74-a3d4-48e6-a95f-992e7d1ef106,,"""ENIGMA""",,"""Apple""",,,"""Unknown""",0,0,0,0
OT,,fbf9f9b4-e30c-4b3a-9d55-ea9f2a8d1d30,,"""Endpoint #879""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.152,fd2933a7-095a-4336-a8fe-234618ddbce2,,"""Comm. Adapter #25""",,"""Rockwell""","""ControlLogix""","""10.007""","""Cp""",0,7,1,0
OT,10.100.111.30,fd297478-78f0-49bb-b5dc-dcb2460c752c,,"""OT Device #26""",,"""Mitsubishi""",,,"""OtDevice""",0,0,0,0
OT,10.100.101.150,fd68d30a-038a-4e91-a95f-ac9a000d5f35,,"""Comm. Adapter #2""",,"""Rockwell""","""ControlLogix""","""12.005""","""Cp""",0,6,1,0
OT,10.100.30.29,fe7af23b-c278-4e20-b42f-ac41a974af56,,"""WIN-ADMGMT""","""Microsoft Windows Server 2008 R2 Standard""","""VMware""",,,"""Server""",0,0,0,0
OT,10.1.0.1,ff1b01ed-3d71-4be4-95a5-1e7496e11126,,"""INDGY_MAIN_FW.il.indegy.com""",,"""Fortinet""","""FortiGate 600D""",,"""NetworkDevice""",0,0,0,0
OT,10.100.103.22,ff543b49-a928-44f1-a55e-549cb1e0374e,,"""Endpoint #162""",,"""GE""",,,"""Unknown""",0,0,0,0
OT,10.100.101.150,ff6287db-6e62-4b93-8e60-5d9c4f3dbbee,,"""Rouge""",,"""Rockwell""","""ControlLogix 5560""","""20.055""","""Plc""",0,1,0,0
Power,172.23.212.0,00858cc3-fce3-4edb-90af-e15eafcb9a98,,"""Network Device #7""",,"""RuggedCom""",,,"""NetworkDevice""",0,0,0,0
Power,10.136.73.103,03c9862f-cae9-4849-9f8c-0b4c56aa8ce2,,"""OT Device #23""",,"""Eaton Corporation""",,,"""OtDevice""",0,0,0,0
Power,10.136.74.245,07d1e13b-5560-48fa-a76e-2b4e82131fe8,,"""OT Device #12""",,"""ABB""",,,"""OtDevice""",0,0,0,0
Power,192.168.0.22,09f353a2-85e1-430f-a8a8-b396885813e7,,"""Endpoint #23""",,,,,"""Unknown""",0,0,0,0
Power,10.128.56.136,0c373ed4-503e-41ef-bb8c-979aa1ade6d4,,"""OT Device #3""",,"""Schneider""",,,"""OtDevice""",0,0,0,0
Power,10.192.160.60,0ccbefd5-4dcd-427c-8584-bfa0093740fe,,"""OT Device #4""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,10.136.73.12,13abed2c-243f-4b29-82b7-fecaef578f74,,"""OT Device #5""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,192.168.0.21,16a0ab6e-af89-4e5d-a1f5-0bf66bfc0348,,"""K000TSS02""","""Windows Server 2016""","""VMware""",,,"""Server""",0,0,0,0
Power,172.23.0.5,18b5d6f2-4376-4211-977e-d4b5258d9ea8,,"""Endpoint #31""",,"""ABB""",,,"""Unknown""",0,0,0,0
Power,,1944f6b9-43cb-4490-b116-5a7c9ac1540c,,"""Network Device #4""",,,,,"""NetworkDevice""",0,0,0,0
Power,192.168.0.40,197628c8-a429-4fcd-83a9-557471a2d3c1,,"""Endpoint #9""",,"""Microchip Technology Inc.""",,,"""Unknown""",0,0,0,0
Power,10.192.160.61,1d119732-8912-4141-aa4e-7e7b162f911a,,"""OT Device #2""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,10.136.74.150,27cbc835-f1c9-4405-a970-c0801ec3520d,,"""Endpoint #22""",,"""ABB""",,,"""Unknown""",0,0,0,0
Power,10.192.160.73,29d048e8-11cd-4580-bd25-819be48cef52,,"""OT Device #27""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,172.23.72.3,332a7863-ec94-4678-8a8d-95ae8c8a2cd2,,"""Endpoint #40""",,"""ABB""",,,"""Unknown""",0,0,0,0
Power,,41179a1f-27cf-4a48-ab82-01f9a599259b,,"""OT Device #22""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,172.23.0.140,44969810-54ba-46bd-82e3-32a9c8c87cdb,,"""Endpoint #27""",,"""congatec AG""",,,"""Unknown""",0,0,0,0
Power,10.136.74.250,44a9a615-f3b0-4e14-b3f2-1b632f6359bd,,"""IED #2""",,"""ABB""","""Relion""","""1.5.0.58""","""Ied""",0,1,0,0
Power,10.192.160.40,47707305-8d40-432b-a068-73007acce148,,"""OT Device #29""",,,,,"""OtDevice""",0,0,0,0
Power,10.128.58.130,47caeaae-c097-4144-be29-647b1a521adf,,"""OT Device #32""",,,,,"""OtDevice""",0,0,0,0
Power,,48f9530f-69aa-4fb1-a2bb-7a1f569adc2d,,"""OT Device #14""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,,49824fd8-8421-4232-b182-92a72a94019e,,"""OT Device #18""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,192.168.0.65,4a3398af-6dfc-43f4-b863-4c65adb9c03f,,"""Endpoint #17""",,"""Belkin International Inc.""",,,"""Unknown""",0,0,0,0
Power,172.23.52.2,55579176-71e2-4fe9-ac5f-d1e082e0ac72,,"""OT Device #8""",,"""ABB""",,,"""OtDevice""",0,0,0,0
Power,192.168.0.68,5722122f-6dfb-4008-8e7f-e0d578d75636,,"""Endpoint #26""",,"""VMware""",,,"""Unknown""",0,0,0,0
Power,10.136.74.135,5aa0523d-fd16-4e3e-97c4-69f8da837d2e,,"""IED #1""",,"""ABB""","""Relion""","""1.5.0.76""","""Ied""",0,1,0,0
Power,10.0.0.9,628122a2-8c43-4a32-ad17-58721c95c39f,,"""H003OWS03""","""Windows 7""","""HP""",,,"""Eng""",0,0,0,0
Power,172.23.53.10,675a9bc7-a701-4db0-8481-9cd254e3323e,,"""OT Device #36""",,"""CHASE RESEARCH LTD.""",,,"""OtDevice""",0,0,0,0
Power,172.23.72.10,6992e432-e876-4726-849c-e979bcd4641a,,"""OT Device #37""",,"""CHASE RESEARCH LTD.""",,,"""OtDevice""",0,0,0,0
Power,,6c86913d-78cf-4992-a694-db225c766412,,"""OT Device #11""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,10.136.73.15,6c960570-d2a0-4a87-99ad-afa617ede197,,"""PLC #1""",,"""SEL""",,,"""Plc""",0,0,0,0
Power,10.192.160.79,764119ac-5558-44cb-9020-24ab5c082d8a,,"""OT Device #28""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,192.168.0.60,769c01b1-6440-4c9c-bfdf-bed9c748b4b5,,"""Endpoint #15""",,"""VMware""",,,"""Unknown""",0,0,0,0
Power,10.136.73.13,7ec6586e-3102-407a-8dc7-b097be65e44e,,"""OT Device #25""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,172.23.42.7,8182234f-fafa-4066-906b-d541a0e81231,,"""Endpoint #33""",,"""ABB""",,,"""Unknown""",0,0,0,0
Power,172.23.0.100,84761bee-3d8b-4e2d-9053-1afb14b2eccd,,"""R003OWS01""","""Windows Server 2016""","""Allied Telesis, Inc.""",,,"""Server""",0,0,0,0
Power,10.136.73.14,8cbc1d4a-d32f-4dc5-a2e1-feb74fd54a4f,,"""OT Device #19""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,10.136.73.11,9684f6a9-ea26-40b9-a13d-6586b1075b2a,,"""OT Device #6""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,10.192.160.78,9774efb6-637f-4256-9956-6fe1a478a833,,"""Endpoint #29""",,"""Doble Engineering""",,,"""Unknown""",0,0,0,0
Power,192.168.0.52,997ff4ba-fc18-4faf-989b-709bcb4828bb,,"""Endpoint #25""",,,,,"""Unknown""",0,0,0,0
Power,10.139.72.130,9ee6f4a2-a5c2-4d9b-99ef-0447a9905975,,"""OT Device #33""",,,,,"""OtDevice""",0,0,0,0
Power,172.23.0.1,a1d55701-045b-408c-83ce-7076929362ff,,"""Endpoint #30""",,"""ABB""",,,"""Unknown""",0,0,0,0
Power,10.128.56.129,a6d822d3-6afa-4498-b202-be50089f83e2,,"""Network Device #5""",,"""Cisco""",,,"""NetworkDevice""",0,0,0,0
Power,172.23.41.9,a7648ce6-00e7-4703-89fd-e9087cca6a4a,,"""OT Device #34""",,"""CHASE RESEARCH LTD.""",,,"""OtDevice""",0,0,0,0
Power,10.136.73.100,b0dea02b-1781-4618-9e6d-7c495fe21552,,"""OT Device #24""",,"""Eaton Corporation""",,,"""OtDevice""",0,0,0,0
Power,,b2ad42d8-5784-438d-a6d1-d50ff9a49963,,"""TCSWS03.localdomain""",,"""RuggedCom""",,,"""NetworkDevice""",0,0,0,0
Power,172.23.228.0,ba23a5d5-54cd-4691-a73a-7252811b6f32,,"""Network Device #6""",,"""RuggedCom""",,,"""NetworkDevice""",0,0,0,0
Power,10.136.132.60,bb49612d-f058-4ed5-b35c-2a0beef9e6e2,,"""K000TSS01""","""Windows Server 2012 R2""","""VMware""",,,"""Server""",0,0,0,0
Power,10.128.56.138,bb975341-2c39-4a7c-9c92-4c0e42b210c1,,"""Endpoint #24""",,"""VMware""",,,"""Unknown""",0,0,0,0
Power,192.168.0.63,bcb0f84f-68cd-4c29-b6eb-51c5ace2890b,,"""OT Device #30""",,,,,"""OtDevice""",0,0,0,0
Power,172.23.221.0,be7dc889-b016-4a6b-9d7c-79976c67330e,,"""Network Device #8""",,"""RuggedCom""",,,"""NetworkDevice""",0,0,0,0
Power,172.23.53.1,c532046f-f549-47a3-bbd1-2e2e4a10c6f1,,"""IED #3""",,"""ABB""","""Relion""","""1.5.0.35""","""Ied""",0,1,0,0
Power,10.128.56.137,ca9e54c4-ad0c-4152-96d7-07ec6cd9fef4,,"""OT Device #17""",,"""Schneider""",,,"""OtDevice""",0,0,0,0
Power,172.23.52.3,cd4f537e-15a1-473d-80e4-105646f107c6,,"""IED #4""",,"""ABB""","""Relion""","""1.5.0.35""","""Ied""",0,1,0,0
Power,,ceaced04-e23e-42f4-8b4e-083931e5a85e,,"""TCSWS01.localdomain""",,"""RuggedCom""",,,"""NetworkDevice""",0,0,0,0
Power,172.23.211.0,d346d0ac-c816-4e6c-a0d6-1d5882db4b39,,"""Network Device #9""",,"""RuggedCom""",,,"""NetworkDevice""",0,0,0,0
Power,,d6e3321d-86af-449d-b8a4-82a87ecc1da8,,"""TCSWS02.localdomain""",,"""RuggedCom""",,,"""NetworkDevice""",0,0,0,0
Power,10.128.56.130,da737f59-88bf-46c5-8c43-2fbaa7d47f09,,"""OT Device #31""",,,,,"""OtDevice""",0,0,0,0
Power,10.192.160.59,e587e878-0940-48ce-8dcd-51e0b35bb306,,"""OT Device #1""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,172.23.72.2,e5c5d247-7fb1-4933-9dcb-2c08b8a602e2,,"""Endpoint #39""",,"""ABB""",,,"""Unknown""",0,0,0,0
Power,172.23.72.1,edd83800-ea28-4afc-a69f-6a89966ed59b,,"""OT Device #21""",,"""ABB""",,,"""OtDevice""",0,0,0,0
Power,172.23.0.93,f7a822ac-ce4c-4484-94be-5f3d69eb0bef,,"""Endpoint #32""",,"""ABB""",,,"""Unknown""",0,0,0,0
Power,172.23.52.1,f8ce6894-c657-4c0b-9e06-a8e1dd764cd6,,"""OT Device #16""",,"""ABB""",,,"""OtDevice""",0,0,0,0
Power,,f91f69cb-da19-4c73-9c89-d6b8775bf6cd,,"""OT Device #7""",,"""SEL""",,,"""OtDevice""",0,0,0,0
Power,172.23.52.10,fa21c45a-a836-4514-9399-e038bc750b84,,"""OT Device #35""",,"""CHASE RESEARCH LTD.""",,,"""OtDevice""",0,0,0,0
Power,192.168.0.53,feaee301-9ea3-4bec-9c73-c7431687541d,,"""Endpoint #20""",,"""Axis Communications AB""",,,"""Unknown""",0,0,0,0
NNM,192.168.0.1,,,,,,,,,0,0,1,0
NNM,192.168.0.101,,,,,,,,,0,0,0,0
NNM,192.168.0.103,,,,,,,,,0,0,0,0
NNM,192.168.0.104,,,,,,,,,0,0,0,0
NNM,192.168.0.105,,,,,,,,,0,0,0,0
NNM,192.168.0.106,,,,,,,,,0,0,0,2
NNM,192.168.0.107,,,,,,,,,0,0,0,0
NNM,192.168.0.109,,,,,,,,,0,0,0,0
NNM,192.168.0.110,,,,,,,,,0,0,0,0
NNM,192.168.0.111,,,,,,,,,0,0,0,0
NNM,192.168.0.115,,,,,,,,,0,0,0,0
NNM,192.168.0.117,,,,,,,,,0,0,0,0
NNM,192.168.0.118,,,,,,,,,0,0,0,0
NNM,192.168.0.119,,,,,,,,,0,0,0,0
NNM,192.168.0.120,,,,,,,,,0,0,0,0
NNM,192.168.0.121,,,,,,,,,0,0,0,0
NNM,192.168.0.122,,,,,,,,,0,0,0,0
NNM,192.168.0.123,,,,,,,,,0,0,0,0
NNM,192.168.0.124,,,,,,,,,0,0,0,0
